"Mfr","Model","MfrName","ModelName"
"VID_04e8","PID_3409","Samsung Electronics Co., Ltd","SCX-4216F Scanner"
"VID_04e8","PID_340c","Samsung Electronics Co., Ltd","SCX-5x15 series"
"VID_04e8","PID_340d","Samsung Electronics Co., Ltd","SCX-6x20 series"
"VID_04e8","PID_340e","Samsung Electronics Co., Ltd","MFP 560 series"
"VID_04e8","PID_340f","Samsung Electronics Co., Ltd","Printing Support"
"VID_04e8","PID_3412","Samsung Electronics Co., Ltd","SCX-4x20 series"
"VID_04e8","PID_3413","Samsung Electronics Co., Ltd","SCX-4100 Scanner"
"VID_04e8","PID_3415","Samsung Electronics Co., Ltd","Composite Device"
"VID_04e8","PID_3419","Samsung Electronics Co., Ltd","Composite Device"
"VID_04e8","PID_341a","Samsung Electronics Co., Ltd","Printing Support"
"VID_04e8","PID_341b","Samsung Electronics Co., Ltd","SCX-4200 series"
"VID_04e8","PID_341c","Samsung Electronics Co., Ltd","Composite Device"
"VID_04e8","PID_341d","Samsung Electronics Co., Ltd","Composite Device"
"VID_04e8","PID_341f","Samsung Electronics Co., Ltd","Composite Device"
"VID_04e8","PID_3420","Samsung Electronics Co., Ltd","Composite Device"
"VID_04e8","PID_3426","Samsung Electronics Co., Ltd","SCX-4500 Laser Printer"
"VID_04e8","PID_344f","Samsung Electronics Co., Ltd","SCX-3400 Series"
"VID_04e8","PID_3605","Samsung Electronics Co., Ltd","InkJet Color Printer"
"VID_04e8","PID_3606","Samsung Electronics Co., Ltd","InkJet Color Printer"
"VID_04e8","PID_3609","Samsung Electronics Co., Ltd","InkJet Color Printer"
"VID_04e8","PID_3902","Samsung Electronics Co., Ltd","InkJet Color Printer"
"VID_04e8","PID_3903","Samsung Electronics Co., Ltd","Xerox WorkCentre XK50cx"
"VID_04e8","PID_390f","Samsung Electronics Co., Ltd","InkJet Color Printer"
"VID_04e8","PID_3911","Samsung Electronics Co., Ltd","SCX-1020 series"
"VID_04e8","PID_4005","Samsung Electronics Co., Ltd","GT-S8000 Jet (msc)"
"VID_04e8","PID_4f1f","Samsung Electronics Co., Ltd","GT-S8000 Jet (mtp)"
"VID_04e8","PID_5000","Samsung Electronics Co., Ltd","YP-MF series"
"VID_04e8","PID_5001","Samsung Electronics Co., Ltd","YP-100"
"VID_04e8","PID_5002","Samsung Electronics Co., Ltd","YP-30"
"VID_04e8","PID_5003","Samsung Electronics Co., Ltd","YP-700"
"VID_04e8","PID_5004","Samsung Electronics Co., Ltd","YP-30"
"VID_04e8","PID_5005","Samsung Electronics Co., Ltd","YP-300"
"VID_04e8","PID_5006","Samsung Electronics Co., Ltd","YP-750"
"VID_04e8","PID_500d","Samsung Electronics Co., Ltd","MP3 Player"
"VID_04e8","PID_5010","Samsung Electronics Co., Ltd","Yepp YP-35"
"VID_04e8","PID_5011","Samsung Electronics Co., Ltd","YP-780"
"VID_04e8","PID_5013","Samsung Electronics Co., Ltd","YP-60"
"VID_04e8","PID_5015","Samsung Electronics Co., Ltd","yepp upgrade"
"VID_04e8","PID_501b","Samsung Electronics Co., Ltd","MP3 Player"
"VID_04e8","PID_5021","Samsung Electronics Co., Ltd","Yepp YP-ST5"
"VID_04e8","PID_5026","Samsung Electronics Co., Ltd","YP-MT6V"
"VID_04e8","PID_5027","Samsung Electronics Co., Ltd","YP-T7"
"VID_04e8","PID_502b","Samsung Electronics Co., Ltd","YP-F1"
"VID_04e8","PID_5032","Samsung Electronics Co., Ltd","YP-J70"
"VID_04e8","PID_503b","Samsung Electronics Co., Ltd","YP-U1 MP3 Player"
"VID_04e8","PID_503d","Samsung Electronics Co., Ltd","YP-T7F"
"VID_04e8","PID_5041","Samsung Electronics Co., Ltd","YP-Z5"
"VID_04e8","PID_5050","Samsung Electronics Co., Ltd","YP-U2 MP3 Player"
"VID_04e8","PID_5051","Samsung Electronics Co., Ltd","YP-F2R"
"VID_04e8","PID_5055","Samsung Electronics Co., Ltd","YP-T9"
"VID_04e8","PID_507d","Samsung Electronics Co., Ltd","YP-U3 (mtp)"
"VID_04e8","PID_507f","Samsung Electronics Co., Ltd","YP-T9J"
"VID_04e8","PID_5080","Samsung Electronics Co., Ltd","Yepp YP-K3 (msc)"
"VID_04e8","PID_5081","Samsung Electronics Co., Ltd","Yepp YP-K3 (mtp)"
"VID_04e8","PID_5082","Samsung Electronics Co., Ltd","YP-P2 (msc)"
"VID_04e8","PID_5083","Samsung Electronics Co., Ltd","YP-P2 (mtp)"
"VID_04e8","PID_508a","Samsung Electronics Co., Ltd","YP-T10"
"VID_04e8","PID_508b","Samsung Electronics Co., Ltd","YP-S5 MP3 Player"
"VID_04e8","PID_508c","Samsung Electronics Co., Ltd","YP-S5"
"VID_04e8","PID_5090","Samsung Electronics Co., Ltd","YP-S3 (msc)"
"VID_04e8","PID_5091","Samsung Electronics Co., Ltd","YP-S3 (mtp)"
"VID_04e8","PID_5092","Samsung Electronics Co., Ltd","YP-U4 (msc)"
"VID_04e8","PID_5093","Samsung Electronics Co., Ltd","YP-U4 (mtp)"
"VID_04e8","PID_5095","Samsung Electronics Co., Ltd","YP-S2"
"VID_04e8","PID_510f","Samsung Electronics Co., Ltd","YP-R1"
"VID_04e8","PID_5119","Samsung Electronics Co., Ltd","Yepp YP-P3"
"VID_04e8","PID_511c","Samsung Electronics Co., Ltd","YP-Q2"
"VID_04e8","PID_5121","Samsung Electronics Co., Ltd","YP-U5"
"VID_04e8","PID_5123","Samsung Electronics Co., Ltd","Yepp YP-M1"
"VID_04e8","PID_5a00","Samsung Electronics Co., Ltd","YP-NEU"
"VID_04e8","PID_5a01","Samsung Electronics Co., Ltd","YP-NDU"
"VID_04e8","PID_5a03","Samsung Electronics Co., Ltd","Yepp MP3 Player"
"VID_04e8","PID_5a04","Samsung Electronics Co., Ltd","YP-800"
"VID_04e8","PID_5a08","Samsung Electronics Co., Ltd","YP-90"
"VID_04e8","PID_5a0f","Samsung Electronics Co., Ltd","Meizu M6 MiniPlayer"
"VID_04e8","PID_5b01","Samsung Electronics Co., Ltd","Memory Stick Reader/Writer"
"VID_04e8","PID_5b02","Samsung Electronics Co., Ltd","Memory Stick Reader/Writer"
"VID_04e8","PID_5b03","Samsung Electronics Co., Ltd","Memory Stick Reader/Writer"
"VID_04e8","PID_5b04","Samsung Electronics Co., Ltd","Memory Stick Reader/Writer"
"VID_04e8","PID_5b05","Samsung Electronics Co., Ltd","Memory Stick Reader/Writer"
"VID_04e8","PID_5b11","Samsung Electronics Co., Ltd","SEW-2001u Card"
"VID_04e8","PID_5f00","Samsung Electronics Co., Ltd","NEXiO Sync"
"VID_04e8","PID_5f01","Samsung Electronics Co., Ltd","NEXiO Sync"
"VID_04e8","PID_5f02","Samsung Electronics Co., Ltd","NEXiO Sync"
"VID_04e8","PID_5f03","Samsung Electronics Co., Ltd","NEXiO Sync"
"VID_04e8","PID_5f04","Samsung Electronics Co., Ltd","NEXiO Sync"
"VID_04e8","PID_5f05","Samsung Electronics Co., Ltd","STORY Station 1TB"
"VID_04e8","PID_6032","Samsung Electronics Co., Ltd","G2 Portable hard drive"
"VID_04e8","PID_60b3","Samsung Electronics Co., Ltd","M2 Portable Hard Drive"
"VID_04e8","PID_60c4","Samsung Electronics Co., Ltd","M2 Portable Hard Drive USB 3.0"
"VID_04e8","PID_6601","Samsung Electronics Co., Ltd","Mobile Phone"
"VID_04e8","PID_6602","Samsung Electronics Co., Ltd","Galaxy"
"VID_04e8","PID_6603","Samsung Electronics Co., Ltd","Galaxy"
"VID_04e8","PID_6611","Samsung Electronics Co., Ltd","MITs Sync"
"VID_04e8","PID_6613","Samsung Electronics Co., Ltd","MITs Sync"
"VID_04e8","PID_6615","Samsung Electronics Co., Ltd","MITs Sync"
"VID_04e8","PID_6617","Samsung Electronics Co., Ltd","MITs Sync"
"VID_04e8","PID_6619","Samsung Electronics Co., Ltd","MITs Sync"
"VID_04e8","PID_661b","Samsung Electronics Co., Ltd","MITs Sync"
"VID_04e8","PID_661e","Samsung Electronics Co., Ltd","Handheld"
"VID_04e8","PID_6620","Samsung Electronics Co., Ltd","Handheld"
"VID_04e8","PID_6622","Samsung Electronics Co., Ltd","Handheld"
"VID_04e8","PID_6624","Samsung Electronics Co., Ltd","Handheld"
"VID_04e8","PID_662e","Samsung Electronics Co., Ltd","MITs Sync"
"VID_04e8","PID_6630","Samsung Electronics Co., Ltd","MITs Sync"
"VID_04e8","PID_6632","Samsung Electronics Co., Ltd","MITs Sync"
"VID_04e8","PID_663e","Samsung Electronics Co., Ltd","D900e Phone"
"VID_04e8","PID_663f","Samsung Electronics Co., Ltd","SGH-E720/SGH-E840"
"VID_04e8","PID_6640","Samsung Electronics Co., Ltd","Usb Modem Enumerator"
"VID_04e8","PID_6651","Samsung Electronics Co., Ltd","i8510 Innov8"
"VID_04e8","PID_6702","Samsung Electronics Co., Ltd","X830"
"VID_04e8","PID_6708","Samsung Electronics Co., Ltd","U600 Phone"
"VID_04e8","PID_6709","Samsung Electronics Co., Ltd","U600"
"VID_04e8","PID_6734","Samsung Electronics Co., Ltd","Juke"
"VID_04e8","PID_6759","Samsung Electronics Co., Ltd","D900e Media Player"
"VID_04e8","PID_675a","Samsung Electronics Co., Ltd","D900e Mass Storage"
"VID_04e8","PID_675b","Samsung Electronics Co., Ltd","D900e Camera"
"VID_04e8","PID_6772","Samsung Electronics Co., Ltd","Standalone LTE device (Trial)"
"VID_04e8","PID_6795","Samsung Electronics Co., Ltd","S5230"
"VID_04e8","PID_6802","Samsung Electronics Co., Ltd","Standalone HSPA device"
"VID_04e8","PID_6806","Samsung Electronics Co., Ltd","Composite LTE device (Trial)"
"VID_04e8","PID_6807","Samsung Electronics Co., Ltd","Composite HSPA device"
"VID_04e8","PID_681c","Samsung Electronics Co., Ltd","Galaxy Portal/Spica/S"
"VID_04e8","PID_681d","Samsung Electronics Co., Ltd","Galaxy Portal/Spica Android Phone"
"VID_04e8","PID_6843","Samsung Electronics Co., Ltd","E2530 Phone (Samsung Kies mode)"
"VID_04e8","PID_684e","Samsung Electronics Co., Ltd","Wave (GT-S8500)"
"VID_04e8","PID_685b","Samsung Electronics Co., Ltd","GT-I9100 Phone [Galaxy S II] (mass storage mode)"
"VID_04e8","PID_685c","Samsung Electronics Co., Ltd","GT-I9250 Phone [Galaxy Nexus]"
"VID_04e8","PID_685d","Samsung Electronics Co., Ltd","GT-I9100 Phone [Galaxy S II] (Download mode)"
"VID_04e8","PID_685e","Samsung Electronics Co., Ltd","GT-I9100 Phone [Galaxy S II] (USB Debugging mode)"
"VID_04e8","PID_6860","Samsung Electronics Co., Ltd","GT-I9100 Phone [Galaxy S II], GT-I9300 Phone [Galaxy S III], GT-P7500 [Galaxy Tab 10.1]"
"VID_04e8","PID_6865","Samsung Electronics Co., Ltd","GT-I9300 Phone [Galaxy S III] (PTP mode)"
"VID_04e8","PID_6866","Samsung Electronics Co., Ltd","GT-I9300 Phone [Galaxy S III] (debugging mode)"
"VID_04e8","PID_6875","Samsung Electronics Co., Ltd","GT-B3710 Standalone LTE device (Commercial)"
"VID_04e8","PID_6876","Samsung Electronics Co., Ltd","GT-B3710 LTE Modem"
"VID_04e8","PID_6877","Samsung Electronics Co., Ltd","Galaxy S"
"VID_04e8","PID_6888","Samsung Electronics Co., Ltd","GT-B3730 Composite LTE device (Commercial)"
"VID_04e8","PID_6889","Samsung Electronics Co., Ltd","GT-B3730 Composite LTE device (Commercial)"
"VID_04e8","PID_689a","Samsung Electronics Co., Ltd","LTE Storage Driver [CMC2xx]"
"VID_04e8","PID_689e","Samsung Electronics Co., Ltd","GT-S5670 [Galaxy Fit]"
"VID_04e8","PID_68aa","Samsung Electronics Co., Ltd","Reality"
"VID_04e8","PID_7011","Samsung Electronics Co., Ltd","SEW-2003U Card"
"VID_04e8","PID_7021","Samsung Electronics Co., Ltd","Bluetooth Device"
"VID_04e8","PID_7061","Samsung Electronics Co., Ltd","eHome Infrared Receiver"
"VID_04e8","PID_7080","Samsung Electronics Co., Ltd","Anycall SCH-W580"
"VID_04e8","PID_7081","Samsung Electronics Co., Ltd","Human Interface Device"
"VID_04e8","PID_8001","Samsung Electronics Co., Ltd","Handheld"
"VID_04e8","PID_e020","Samsung Electronics Co., Ltd","SERI E02 SCOM 6200 UMTS Phone"
"VID_04e8","PID_e021","Samsung Electronics Co., Ltd","SERI E02 SCOM 6200 Virtual UARTs"
"VID_04e8","PID_e022","Samsung Electronics Co., Ltd","SERI E02 SCOM 6200 Flash Load Disk"
"VID_04e8","PID_f000","Samsung Electronics Co., Ltd","Intensity 3 (Mass Storage Mode)"
"VID_04e8","PID_ff30","Samsung Electronics Co., Ltd","SG_iMON"
"VID_04e9","","PC-Tel, Inc.",""
"VID_04ea","","Brooktree Corp.",""
"VID_04eb","","Northstar Systems, Inc.",""
"VID_04eb","PID_e004","Northstar Systems, Inc.","eHome Infrared Transceiver"
"VID_04ec","","Tokyo Electron Device, Ltd",""
"VID_04ed","","Annabooks",""
"VID_04ef","","Pacific Electronic International, Inc.",""
"VID_04f0","","Daewoo Electronics Co., Ltd",""
"VID_04f1","","Victor Company of Japan, Ltd",""
"VID_04f1","PID_0001","Victor Company of Japan, Ltd","GC-QX3 Digital Still Camera"
"VID_04f1","PID_0004","Victor Company of Japan, Ltd","GR-DVL815U Digital Video Camera"
"VID_04f1","PID_0006","Victor Company of Japan, Ltd","DV Camera Storage"
"VID_04f1","PID_0008","Victor Company of Japan, Ltd","GZ-MG30AA/MC500E Digital Video Camera"
"VID_04f1","PID_0009","Victor Company of Japan, Ltd","GR-DX25EK Digital Video Camera"
"VID_04f1","PID_000a","Victor Company of Japan, Ltd","GR-D72 Digital Video Camera"
"VID_04f1","PID_1001","Victor Company of Japan, Ltd","GC-A50 Camera Device"
"VID_04f1","PID_3008","Victor Company of Japan, Ltd","MP-PRX1 Ethernet"
"VID_04f1","PID_3009","Victor Company of Japan, Ltd","MP-XP7250 WLAN Adapter"
"VID_04f2","","Chicony Electronics Co., Ltd",""
"VID_04f2","PID_0001","Chicony Electronics Co., Ltd","KU-8933 Keyboard"
"VID_04f2","PID_0002","Chicony Electronics Co., Ltd","NT68P81 Keyboard"
"VID_04f2","PID_0110","Chicony Electronics Co., Ltd","KU-2971 Keyboard"
"VID_04f2","PID_0111","Chicony Electronics Co., Ltd","KU-9908 Keyboard"
"VID_04f2","PID_0112","Chicony Electronics Co., Ltd","KU-8933 Keyboard with PS/2 Mouse port"
"VID_04f2","PID_0116","Chicony Electronics Co., Ltd","KU-2971/KU-0325 Keyboard"
"VID_04f2","PID_0200","Chicony Electronics Co., Ltd","KBR-0108"
"VID_04f2","PID_0201","Chicony Electronics Co., Ltd","Gaming Keyboard KPD0250"
"VID_04f2","PID_0220","Chicony Electronics Co., Ltd","Wireless HID Receiver"
"VID_04f2","PID_0402","Chicony Electronics Co., Ltd","Genius LuxeMate i200 Keyboard"
"VID_04f2","PID_0403","Chicony Electronics Co., Ltd","KU-0420 keyboard"
"VID_04f2","PID_0418","Chicony Electronics Co., Ltd","KU-0418 Tactical Pad"
"VID_04f2","PID_0760","Chicony Electronics Co., Ltd","Acer KU-0760 Keyboard"
"VID_04f2","PID_0841","Chicony Electronics Co., Ltd","HP Multimedia Keyboard"
"VID_04f2","PID_0860","Chicony Electronics Co., Ltd","2.4G Multimedia Wireless Kit"
"VID_04f2","PID_a001","Chicony Electronics Co., Ltd","E-Video DC-100 Camera"
"VID_04f2","PID_a120","Chicony Electronics Co., Ltd","ORITE CCD Webcam(PC370R)"
"VID_04f2","PID_a121","Chicony Electronics Co., Ltd","ORITE CCD Webcam(PC370R)"
"VID_04f2","PID_a122","Chicony Electronics Co., Ltd","ORITE CCD Webcam(PC370R)"
"VID_04f2","PID_a123","Chicony Electronics Co., Ltd","ORITE CCD Webcam(PC370R)"
"VID_04f2","PID_a124","Chicony Electronics Co., Ltd","ORITE CCD Webcam(PC370R)"
"VID_04f2","PID_a128","Chicony Electronics Co., Ltd","PC Camera (SN9C202 + OV7663 + EEPROM)"
"VID_04f2","PID_a133","Chicony Electronics Co., Ltd","Gateway Webcam"
"VID_04f2","PID_a136","Chicony Electronics Co., Ltd","LabTec Webcam 5500"
"VID_04f2","PID_a204","Chicony Electronics Co., Ltd","DSC WIA Device (1300)"
"VID_04f2","PID_a208","Chicony Electronics Co., Ltd","DSC WIA Device (2320)"
"VID_04f2","PID_a209","Chicony Electronics Co., Ltd","Labtec DC-2320"
"VID_04f2","PID_a20a","Chicony Electronics Co., Ltd","DSC WIA Device (3310)"
"VID_04f2","PID_a20c","Chicony Electronics Co., Ltd","DSC WIA Device (3320)"
"VID_04f2","PID_a210","Chicony Electronics Co., Ltd","Audio Device"
"VID_04f2","PID_b008","Chicony Electronics Co., Ltd","USB 2.0 Camera"
"VID_04f2","PID_b009","Chicony Electronics Co., Ltd","Integrated Camera"
"VID_04f2","PID_b010","Chicony Electronics Co., Ltd","Integrated Camera"
"VID_04f2","PID_b012","Chicony Electronics Co., Ltd","1.3 MPixel UVC Webcam"
"VID_04f2","PID_b013","Chicony Electronics Co., Ltd","USB 2.0 Camera"
"VID_04f2","PID_b015","Chicony Electronics Co., Ltd","VGA 24fps UVC Webcam"
"VID_04f2","PID_b016","Chicony Electronics Co., Ltd","VGA 30fps UVC Webcam"
"VID_04f2","PID_b018","Chicony Electronics Co., Ltd","2M UVC Webcam"
"VID_04f2","PID_b021","Chicony Electronics Co., Ltd","ViewSonic 1.3M, USB2.0 Webcam"
"VID_04f2","PID_b022","Chicony Electronics Co., Ltd","Gateway USB 2.0 Webcam"
"VID_04f2","PID_b023","Chicony Electronics Co., Ltd","Gateway USB 2.0 Webcam"
"VID_04f2","PID_b024","Chicony Electronics Co., Ltd","USB 2.0 Webcam"
"VID_04f2","PID_b025","Chicony Electronics Co., Ltd","Camera"
"VID_04f2","PID_b027","Chicony Electronics Co., Ltd","Gateway USB 2.0 Webcam"
"VID_04f2","PID_b028","Chicony Electronics Co., Ltd","VGA UVC Webcam"
"VID_04f2","PID_b029","Chicony Electronics Co., Ltd","1.3M UVC Webcam"
"VID_04f2","PID_b036","Chicony Electronics Co., Ltd","Asus Integrated 0.3M UVC Webcam"
"VID_04f2","PID_b044","Chicony Electronics Co., Ltd","Acer CrystalEye Webcam"
"VID_04f2","PID_b057","Chicony Electronics Co., Ltd","integrated USB webcam"
"VID_04f2","PID_b059","Chicony Electronics Co., Ltd","CKF7037 HP webcam"
"VID_04f2","PID_b071","Chicony Electronics Co., Ltd","2.0M UVC Webcam / CNF7129"
"VID_04f2","PID_b091","Chicony Electronics Co., Ltd","Webcam"
"VID_04f2","PID_b104","Chicony Electronics Co., Ltd","CNF7069 Webcam"
"VID_04f2","PID_b107","Chicony Electronics Co., Ltd","CNF7070 Webcam"
"VID_04f2","PID_b14c","Chicony Electronics Co., Ltd","CNF8050 Webcam"
"VID_04f2","PID_b15c","Chicony Electronics Co., Ltd","Sony Vaio Integrated Camera"
"VID_04f2","PID_b175","Chicony Electronics Co., Ltd","4-Port Hub"
"VID_04f2","PID_b1aa","Chicony Electronics Co., Ltd","Webcam-101"
"VID_04f2","PID_b1b4","Chicony Electronics Co., Ltd","Lenovo Integrated Camera"
"VID_04f2","PID_b1b9","Chicony Electronics Co., Ltd","Asus Integrated Webcam"
"VID_04f2","PID_b1cf","Chicony Electronics Co., Ltd","Lenovo Integrated Camera"
"VID_04f2","PID_b1d6","Chicony Electronics Co., Ltd","CNF9055 Toshiba Webcam"
"VID_04f2","PID_b213","Chicony Electronics Co., Ltd","Fujitsu Integrated Camera"
"VID_04f2","PID_b217","Chicony Electronics Co., Ltd","Lenovo Integrated Camera (0.3MP)"
"VID_04f2","PID_b221","Chicony Electronics Co., Ltd","integrated camera"
"VID_04f2","PID_b230","Chicony Electronics Co., Ltd","Integrated HP HD Webcam"
"VID_04f2","PID_b257","Chicony Electronics Co., Ltd","Lenovo Integrated Camera"
"VID_04f2","PID_b26b","Chicony Electronics Co., Ltd","Sony Visual Communication Camera"
"VID_04f2","PID_b272","Chicony Electronics Co., Ltd","Lenovo EasyCamera"
"VID_04f2","PID_b2b0","Chicony Electronics Co., Ltd","Camera"
"VID_04f2","PID_b2b9","Chicony Electronics Co., Ltd","Lenovo Integrated Camera UVC"
"VID_04f2","PID_b2ea","Chicony Electronics Co., Ltd","Integrated Camera [ThinkPad]"
"VID_04f2","PID_b330","Chicony Electronics Co., Ltd","Asus 720p CMOS webcam"
"VID_04f3","","Elan Microelectronics Corp.",""
"VID_04f3","PID_0103","Elan Microelectronics Corp.","ActiveJet K-2024 Multimedia Keyboard"
"VID_04f3","PID_01a4","Elan Microelectronics Corp.","Wireless Keyboard"
"VID_04f3","PID_0210","Elan Microelectronics Corp.","Optical Mouse"
"VID_04f3","PID_0212","Elan Microelectronics Corp.","Laser Mouse"
"VID_04f3","PID_0214","Elan Microelectronics Corp.","Lynx M9 Optical Mouse"
"VID_04f3","PID_0230","Elan Microelectronics Corp.","3D Optical Mouse"
"VID_04f3","PID_0232","Elan Microelectronics Corp.","Mouse"
"VID_04f3","PID_02f4","Elan Microelectronics Corp.","2.4G Cordless Mouse"
"VID_04f3","PID_04a0","Elan Microelectronics Corp.","Dream Cheeky Stress/Panic Button"
"VID_04f4","","Harting Elektronik, Inc.",""
"VID_04f5","","Fujitsu-ICL Systems, Inc.",""
"VID_04f6","","Norand Corp.",""
"VID_04f7","","Newnex Technology Corp.",""
"VID_04f8","","FuturePlus Systems",""
"VID_04f9","","Brother Industries, Ltd",""
"VID_04f9","PID_0002","Brother Industries, Ltd","HL-1050 Laser Printer"
"VID_04f9","PID_0005","Brother Industries, Ltd","Printer"
"VID_04f9","PID_0006","Brother Industries, Ltd","HL-1240 Laser Printer"
"VID_04f9","PID_0007","Brother Industries, Ltd","HL-1250 Laser Printer"
"VID_04f9","PID_0008","Brother Industries, Ltd","HL-1270 Laser Printer"
"VID_04f9","PID_0009","Brother Industries, Ltd","Printer"
"VID_04f9","PID_000a","Brother Industries, Ltd","P2500 series"
"VID_04f9","PID_000b","Brother Industries, Ltd","Printer"
"VID_04f9","PID_000c","Brother Industries, Ltd","Printer"
"VID_04f9","PID_000d","Brother Industries, Ltd","HL-1440 Laser Printer"
"VID_04f9","PID_000e","Brother Industries, Ltd","HL-1450 series"
"VID_04f9","PID_000f","Brother Industries, Ltd","HL-1470N series"
"VID_04f9","PID_0010","Brother Industries, Ltd","Printer"
"VID_04f9","PID_0011","Brother Industries, Ltd","Printer"
"VID_04f9","PID_0012","Brother Industries, Ltd","Printer"
"VID_04f9","PID_0013","Brother Industries, Ltd","Printer"
"VID_04f9","PID_0014","Brother Industries, Ltd","Printer"
"VID_04f9","PID_0015","Brother Industries, Ltd","Printer"
"VID_04f9","PID_0016","Brother Industries, Ltd","Printer"
"VID_04f9","PID_0017","Brother Industries, Ltd","Printer"
"VID_04f9","PID_0018","Brother Industries, Ltd","Printer"
"VID_04f9","PID_001a","Brother Industries, Ltd","HL-1430 Laser Printer"
"VID_04f9","PID_001c","Brother Industries, Ltd","Printer"
"VID_04f9","PID_001e","Brother Industries, Ltd","Printer"
"VID_04f9","PID_0020","Brother Industries, Ltd","HL-5130 series"
"VID_04f9","PID_0021","Brother Industries, Ltd","HL-5140 series"
"VID_04f9","PID_0022","Brother Industries, Ltd","HL-5150D series"
"VID_04f9","PID_0023","Brother Industries, Ltd","HL-5170DN series"
"VID_04f9","PID_0024","Brother Industries, Ltd","Printer"
"VID_04f9","PID_0025","Brother Industries, Ltd","Printer"
"VID_04f9","PID_0027","Brother Industries, Ltd","HL-2030 Laser Printer"
"VID_04f9","PID_0028","Brother Industries, Ltd","Printer"
"VID_04f9","PID_0029","Brother Industries, Ltd","Printer"
"VID_04f9","PID_002a","Brother Industries, Ltd","HL-52x0 series"
"VID_04f9","PID_002b","Brother Industries, Ltd","HL-5250DN Printer"
"VID_04f9","PID_002c","Brother Industries, Ltd","Printer"
"VID_04f9","PID_002d","Brother Industries, Ltd","Printer"
"VID_04f9","PID_0039","Brother Industries, Ltd","HL-5340 series"
"VID_04f9","PID_0042","Brother Industries, Ltd","HL-2270DW Laser Printer"
"VID_04f9","PID_0100","Brother Industries, Ltd","MFC8600/9650 series"
"VID_04f9","PID_0101","Brother Industries, Ltd","MFC9600/9870 series"
"VID_04f9","PID_0102","Brother Industries, Ltd","MFC9750/1200 series"
"VID_04f9","PID_0104","Brother Industries, Ltd","MFC-8300J"
"VID_04f9","PID_0105","Brother Industries, Ltd","MFC-9600J"
"VID_04f9","PID_0106","Brother Industries, Ltd","MFC-7300C"
"VID_04f9","PID_0107","Brother Industries, Ltd","MFC-7400C"
"VID_04f9","PID_0108","Brother Industries, Ltd","MFC-9200C"
"VID_04f9","PID_0109","Brother Industries, Ltd","MFC-830"
